,user_id,history_item_title,item_title,history_item_id,item_id,history_item_sid,item_sid
23754,A389,"[""Aleene's Tack-It Over & Over Liquid Glue 4oz"", ""Aleene's Tack-It Over & Over Liquid Glue 4oz"", 'Winsor & Newton Cotman Water Colour Paint, Set of 6, 8ml Tubes', 'Prismacolor Blender Pencils 2-Packs of 2 Pencils (4 Pencils Total)', 'Kotobuki Traditional Japanese Thread Scissors, Red and White Wrapped Handle', '10 Yards of Thread Net for Sewing Embroidery Spools by SMB Always', 'Nakpunar 8 Oz Emery Sand Powder to Fill Pin Cushions - Make Your Own Abrasive Pincushions', '2 Pack Darice Suction Cup without Hooks, 20mm', '1lb POUND Natural White Wool Combed Top/Roving Fiber for Felting, Spinning Made in USA', 'Beadaholique French Wire (Bullion) Gold Color Med - 14 Inch']","Beadaholique Medium French Wire Bullion, 14-Inch, Silver","[2804, 2804, 1096, 1957, 2805, 2806, 2807, 2808, 2809, 2810]",2811,"['<a_166><b_39><c_19>', '<a_166><b_39><c_19>', '<a_215><b_127><c_186>', '<a_243><b_25><c_26>', '<a_156><b_244><c_156>', '<a_67><b_49><c_101>', '<a_166><b_188><c_255>', '<a_19><b_95><c_174>', '<a_44><b_190><c_134>', '<a_223><b_208><c_19>']",<a_223><b_62><c_129>
23755,A1183,"['Clover Soft Jumbo Stitch Ring Markers', 'Maped Koopy Spring Scissors 5 Inch, Assorted Colors (037910)', 'Maped Koopy Spring Scissors 5 Inch, Assorted Colors (037910)', 'Clover 3142 Yarn Threader', 'Clover 2-Type Bodkin - 4001', 'Culina 70251 Solabela Artists Desk Easel', 'Darice Deluxe Organizer, 20 Craft Storage Spaces for beads Small Parts and Supplies 10.68 x 7.56 x 1.68 inches', 'Darice Deluxe Organizer, 20 Craft Storage Spaces for beads Small Parts and Supplies 10.68 x 7.56 x 1.68 inches', 'Crayola Crayola, Oil Pastels, Art Tools, 16 ct., Rich Colors, Great for Blending Colors', 'Scotch Precision Scissor, 6-Inches (1446), 1-pack']",Playscene0153; Dog Self Inking Stamps For Kids (DOG - 24 PACK),"[1234, 5905, 5905, 1399, 4537, 5906, 5907, 5907, 3852, 5724]",5908,"['<a_114><b_167><c_190>', '<a_17><b_224><c_253>', '<a_17><b_224><c_253>', '<a_164><b_62><c_87>', '<a_136><b_70><c_68>', '<a_145><b_225><c_190>', '<a_211><b_6><c_213>', '<a_211><b_6><c_213>', '<a_18><b_205><c_94>', '<a_142><b_150><c_124>']",<a_96><b_195><c_121>
23756,A2317,"['Clover 3106 Yarn Cutter Pendant, Antique Silver', 'Clover Thread Cutter Pendant, Antique Gold', 'Clover 3106 Yarn Cutter Pendant, Antique Silver', 'Clover Thread Cutter Pendant, Antique Gold', 'Crystallove Bulk 2 Holes 30mm Flower Buttons Mixed for Sewing Scrapbooking and DIY Craft (1.2"" 30pcs)', 'Realeather Crafts Zinc Metal Rings, 3-Inch, 6-Pack (BRI-03-06)', 'Bernat Softee Chunky Yarn, Seagreen, Single Ball (60373)', 'Lion Brand Yarn Lion Brand Homespun Thick & Quick Yarn (436) Claret, 160 yd/146 m', 'Red Heart Soft Yarn, Tangerine', 'Red Heart 395865Red Heart Soft Yarn, Wheat']","Red Heart Super Saver Yarn, Light Sage","[3701, 26, 3701, 26, 9314, 5329, 3819, 2474, 862, 864]",559,"['<a_246><b_118><c_221>', '<a_255><b_225><c_240>', '<a_246><b_118><c_221>', '<a_255><b_225><c_240>', '<a_41><b_208><c_179>', '<a_121><b_121><c_114>', '<a_79><b_138><c_222>', '<a_193><b_184><c_83>', '<a_193><b_62><c_166>', '<a_193><b_62><c_166>']",<a_193><b_62><c_165>
23757,A2317,"['Clover Thread Cutter Pendant, Antique Gold', 'Clover 3106 Yarn Cutter Pendant, Antique Silver', 'Clover Thread Cutter Pendant, Antique Gold', 'Crystallove Bulk 2 Holes 30mm Flower Buttons Mixed for Sewing Scrapbooking and DIY Craft (1.2"" 30pcs)', 'Realeather Crafts Zinc Metal Rings, 3-Inch, 6-Pack (BRI-03-06)', 'Bernat Softee Chunky Yarn, Seagreen, Single Ball (60373)', 'Lion Brand Yarn Lion Brand Homespun Thick & Quick Yarn (436) Claret, 160 yd/146 m', 'Red Heart Soft Yarn, Tangerine', 'Red Heart 395865Red Heart Soft Yarn, Wheat', 'Red Heart Super Saver Yarn, Light Sage']","Red Heart Super Saver Yarn, Hunter Green","[26, 3701, 26, 9314, 5329, 3819, 2474, 862, 864, 559]",560,"['<a_255><b_225><c_240>', '<a_246><b_118><c_221>', '<a_255><b_225><c_240>', '<a_41><b_208><c_179>', '<a_121><b_121><c_114>', '<a_79><b_138><c_222>', '<a_193><b_184><c_83>', '<a_193><b_62><c_166>', '<a_193><b_62><c_166>', '<a_193><b_62><c_165>']",<a_193><b_62><c_165>
23758,A2317,"['Clover 3106 Yarn Cutter Pendant, Antique Silver', 'Clover Thread Cutter Pendant, Antique Gold', 'Crystallove Bulk 2 Holes 30mm Flower Buttons Mixed for Sewing Scrapbooking and DIY Craft (1.2"" 30pcs)', 'Realeather Crafts Zinc Metal Rings, 3-Inch, 6-Pack (BRI-03-06)', 'Bernat Softee Chunky Yarn, Seagreen, Single Ball (60373)', 'Lion Brand Yarn Lion Brand Homespun Thick & Quick Yarn (436) Claret, 160 yd/146 m', 'Red Heart Soft Yarn, Tangerine', 'Red Heart 395865Red Heart Soft Yarn, Wheat', 'Red Heart Super Saver Yarn, Light Sage', 'Red Heart Super Saver Yarn, Hunter Green']","Red Heart Super Saver Yarn, Earth and Sky","[3701, 26, 9314, 5329, 3819, 2474, 862, 864, 559, 560]",561,"['<a_246><b_118><c_221>', '<a_255><b_225><c_240>', '<a_41><b_208><c_179>', '<a_121><b_121><c_114>', '<a_79><b_138><c_222>', '<a_193><b_184><c_83>', '<a_193><b_62><c_166>', '<a_193><b_62><c_166>', '<a_193><b_62><c_165>', '<a_193><b_62><c_165>']",<a_193><b_62><c_165>
23759,A2317,"['Clover Thread Cutter Pendant, Antique Gold', 'Crystallove Bulk 2 Holes 30mm Flower Buttons Mixed for Sewing Scrapbooking and DIY Craft (1.2"" 30pcs)', 'Realeather Crafts Zinc Metal Rings, 3-Inch, 6-Pack (BRI-03-06)', 'Bernat Softee Chunky Yarn, Seagreen, Single Ball (60373)', 'Lion Brand Yarn Lion Brand Homespun Thick & Quick Yarn (436) Claret, 160 yd/146 m', 'Red Heart Soft Yarn, Tangerine', 'Red Heart 395865Red Heart Soft Yarn, Wheat', 'Red Heart Super Saver Yarn, Light Sage', 'Red Heart Super Saver Yarn, Hunter Green', 'Red Heart Super Saver Yarn, Earth and Sky']","Red Heart Super Saver Yarn, Hunter Green","[26, 9314, 5329, 3819, 2474, 862, 864, 559, 560, 561]",560,"['<a_255><b_225><c_240>', '<a_41><b_208><c_179>', '<a_121><b_121><c_114>', '<a_79><b_138><c_222>', '<a_193><b_184><c_83>', '<a_193><b_62><c_166>', '<a_193><b_62><c_166>', '<a_193><b_62><c_165>', '<a_193><b_62><c_165>', '<a_193><b_62><c_165>']",<a_193><b_62><c_165>
23760,A2317,"['Crystallove Bulk 2 Holes 30mm Flower Buttons Mixed for Sewing Scrapbooking and DIY Craft (1.2"" 30pcs)', 'Realeather Crafts Zinc Metal Rings, 3-Inch, 6-Pack (BRI-03-06)', 'Bernat Softee Chunky Yarn, Seagreen, Single Ball (60373)', 'Lion Brand Yarn Lion Brand Homespun Thick & Quick Yarn (436) Claret, 160 yd/146 m', 'Red Heart Soft Yarn, Tangerine', 'Red Heart 395865Red Heart Soft Yarn, Wheat', 'Red Heart Super Saver Yarn, Light Sage', 'Red Heart Super Saver Yarn, Hunter Green', 'Red Heart Super Saver Yarn, Earth and Sky', 'Red Heart Super Saver Yarn, Hunter Green']","Red Heart Super Saver Yarn, Earth and Sky","[9314, 5329, 3819, 2474, 862, 864, 559, 560, 561, 560]",561,"['<a_41><b_208><c_179>', '<a_121><b_121><c_114>', '<a_79><b_138><c_222>', '<a_193><b_184><c_83>', '<a_193><b_62><c_166>', '<a_193><b_62><c_166>', '<a_193><b_62><c_165>', '<a_193><b_62><c_165>', '<a_193><b_62><c_165>', '<a_193><b_62><c_165>']",<a_193><b_62><c_165>
23761,A2317,"['Realeather Crafts Zinc Metal Rings, 3-Inch, 6-Pack (BRI-03-06)', 'Bernat Softee Chunky Yarn, Seagreen, Single Ball (60373)', 'Lion Brand Yarn Lion Brand Homespun Thick & Quick Yarn (436) Claret, 160 yd/146 m', 'Red Heart Soft Yarn, Tangerine', 'Red Heart 395865Red Heart Soft Yarn, Wheat', 'Red Heart Super Saver Yarn, Light Sage', 'Red Heart Super Saver Yarn, Hunter Green', 'Red Heart Super Saver Yarn, Earth and Sky', 'Red Heart Super Saver Yarn, Hunter Green', 'Red Heart Super Saver Yarn, Earth and Sky']","Red Heart Super Saver Yarn, Melonberry Print","[5329, 3819, 2474, 862, 864, 559, 560, 561, 560, 561]",562,"['<a_121><b_121><c_114>', '<a_79><b_138><c_222>', '<a_193><b_184><c_83>', '<a_193><b_62><c_166>', '<a_193><b_62><c_166>', '<a_193><b_62><c_165>', '<a_193><b_62><c_165>', '<a_193><b_62><c_165>', '<a_193><b_62><c_165>', '<a_193><b_62><c_165>']",<a_193><b_10><c_222>
23762,A2525,"[""10 Pieces Pack Triangle Tailor's Chalk Sewing Quilting Notions WHITE/YELLOW/RED/BLUE"", 'Dritz Deluxe Seam Ripper (3 PACK)', 'Darice 97803 11-Piece Clay Cleaning Tool Set, Gray', 'Winsor & Newton Gum Arabic, 75ml', 'Mini Bead Stoppers 8/Pkg, Metal', 'Mini Bead Stoppers 8/Pkg, Metal', ""Stretch Velvet Fabric 60'' Wide by the Yard for Sewing Apparel Costumes Craft (1 YARD, Black)"", 'Beadalon 49-Strand Bead Stringing Wire, 0.018-Inch, Bright, 100-Feet', 'Beadalon 49-Strand Bead Stringing Wire, 0.018-Inch, Bright, 100-Feet', 'Beadalon 49-Strand Bead Stringing Wire, 0.015-Inch, Bright, 30-Feet"" />']",G-S Hypo Cement,"[175, 9185, 4690, 4087, 9576, 9576, 9577, 430, 430, 9578]",178,"['<a_66><b_101><c_12>', '<a_26><b_106><c_82>', '<a_197><b_195><c_190>', '<a_204><b_127><c_132>', '<a_166><b_178><c_102>', '<a_166><b_178><c_102>', '<a_137><b_35><c_87>', '<a_174><b_132><c_129>', '<a_174><b_132><c_129>', '<a_174><b_118><c_253>']",<a_29><b_62><c_109>
23763,A2525,"['Dritz Deluxe Seam Ripper (3 PACK)', 'Darice 97803 11-Piece Clay Cleaning Tool Set, Gray', 'Winsor & Newton Gum Arabic, 75ml', 'Mini Bead Stoppers 8/Pkg, Metal', 'Mini Bead Stoppers 8/Pkg, Metal', ""Stretch Velvet Fabric 60'' Wide by the Yard for Sewing Apparel Costumes Craft (1 YARD, Black)"", 'Beadalon 49-Strand Bead Stringing Wire, 0.018-Inch, Bright, 100-Feet', 'Beadalon 49-Strand Bead Stringing Wire, 0.018-Inch, Bright, 100-Feet', 'Beadalon 49-Strand Bead Stringing Wire, 0.015-Inch, Bright, 30-Feet"" />', 'G-S Hypo Cement']",G-S Hypo Cement,"[9185, 4690, 4087, 9576, 9576, 9577, 430, 430, 9578, 178]",178,"['<a_26><b_106><c_82>', '<a_197><b_195><c_190>', '<a_204><b_127><c_132>', '<a_166><b_178><c_102>', '<a_166><b_178><c_102>', '<a_137><b_35><c_87>', '<a_174><b_132><c_129>', '<a_174><b_132><c_129>', '<a_174><b_118><c_253>', '<a_29><b_62><c_109>']",<a_29><b_62><c_109>
23764,A4870,"['GLE2016 Sewing clips, Paper Clips, Blinder Clips, Multi-purpose Clips, 100&nbsp;pcs, Red', 'Moda Basics Bella Solids Snow 9900-11 Charm Pack, Set of 42 5-inch (12.7cm) Precut Cotton Fabric Squares', 'Warm Company Batting 90-Inch by 96-Inch Warm and Natural Cotton Batting, Full', 'Warm Company Batting 2322 Warm & Natural Cotton Batting-Crib Size 45""X60', 'Warm & Natural Cotton Batting-Craft Size 34""X45', 'Warm Company Batting 2322 Warm & Natural Cotton Batting-Crib Size 45""X60', 'Warm & Natural Cotton Batting-Craft Size 34""X45', 'Quilter&#39;s Touch 209G-S Machingers Gloves, Small/Medium"" />', '50 pk Metal ""L"" Bobbins - (55623S) - (SA159) - (H12413002)', 'Connecting Threads 100% Cotton Thread Sets - 1200 Yard Spools (Over The Rainbow)']",Quilt In A Day 3000 Sew Straight,"[2164, 11531, 1402, 5193, 1706, 5193, 1706, 2816, 8767, 2163]",3121,"['<a_50><b_44><c_114>', '<a_226><b_209><c_67>', '<a_65><b_208><c_12>', '<a_65><b_208><c_4>', '<a_65><b_208><c_12>', '<a_65><b_208><c_4>', '<a_65><b_208><c_12>', '<a_2><b_189><c_249>', '<a_88><b_138><c_166>', '<a_72><b_199><c_140>']",<a_208><b_62><c_58>
23765,A4870,"['Moda Basics Bella Solids Snow 9900-11 Charm Pack, Set of 42 5-inch (12.7cm) Precut Cotton Fabric Squares', 'Warm Company Batting 90-Inch by 96-Inch Warm and Natural Cotton Batting, Full', 'Warm Company Batting 2322 Warm & Natural Cotton Batting-Crib Size 45""X60', 'Warm & Natural Cotton Batting-Craft Size 34""X45', 'Warm Company Batting 2322 Warm & Natural Cotton Batting-Crib Size 45""X60', 'Warm & Natural Cotton Batting-Craft Size 34""X45', 'Quilter&#39;s Touch 209G-S Machingers Gloves, Small/Medium"" />', '50 pk Metal ""L"" Bobbins - (55623S) - (SA159) - (H12413002)', 'Connecting Threads 100% Cotton Thread Sets - 1200 Yard Spools (Over The Rainbow)', 'Quilt In A Day 3000 Sew Straight']",Quilt In A Day 6-1/2-Inch by 6-1/2-Inch Triangle Square Up Ruler,"[11531, 1402, 5193, 1706, 5193, 1706, 2816, 8767, 2163, 3121]",7999,"['<a_226><b_209><c_67>', '<a_65><b_208><c_12>', '<a_65><b_208><c_4>', '<a_65><b_208><c_12>', '<a_65><b_208><c_4>', '<a_65><b_208><c_12>', '<a_2><b_189><c_249>', '<a_88><b_138><c_166>', '<a_72><b_199><c_140>', '<a_208><b_62><c_58>']",<a_78><b_208><c_4>
23766,A4871,"['Reeves 9-Inch by 12-Inch Sketching Paper Pad, 75 sheets/Pack"" />', 'ArtBin Essentials Storage Box with Handle- 12 by 12-Inch Art Craft Storage Container, Clear, 6913AB', 'Warm Company Batting 90-Inch by 96-Inch Warm and Natural Cotton Batting, Full', 'Black 60"" Wide Premium Cotton Blend Broadcloth Fabric By the Yard by Fabric Bravo', '1 X Yellow 60"" Wide Premium Cotton Blend Broadcloth Fabric By the Yard']","Morex Ribbon Swirl Wired Sheer Glitter Ribbon, 1-1/2-Inch by 50-Yard Spool, Ivory/Gold","[2180, 8095, 1402, 5697, 9948]",1698,"['<a_45><b_20><c_80>', '<a_94><b_167><c_166>', '<a_65><b_208><c_12>', '<a_202><b_224><c_205>', '<a_51><b_25><c_197>']",<a_98><b_73><c_205>
23767,A5036,"['Dritz LoRan Book Keeper, 11-Inch, 12-Pack', 'Dritz LoRan Book Keeper, 11-Inch, 12-Pack', 'Tidy Crafts Set of 2 Bobbin Box Organizers', '25 LARGE Cones Variegated Embroidery Machine Thread 40wt 1100yards Poly120D/2', 'Brother SE400 Combination Computerized Sewing and 4x4 Embroidery Machine With 67 Built-in Stitches, 70 Built-in Designs, 5 Lettering Fonts', 'Quilting Creations Heart Stipple Quilt Stencil', 'Tear Away Machine Embroidery Stabilizer Backing 100 Precut Sheets 8""x8"" Medium Weight 1.8 Ounce Fits 4x4 Hoops', '63 Brother Colors Embroidery Machine Thread', 'Hexagon Quilting Template Set, 4"", 3"", 2"", 1"" with 1/4"" Seam Allowance', 'Janome 16"" x 11"" Extension Table Fits DC1050 8050 and More']","Warm Company Steam-A-Seam Lite 2 Double Stick Fusible Web 9""X12"" Sheets 5/Pkg (2 Pack)","[11767, 11767, 549, 9153, 1640, 8509, 1405, 536, 11768, 1416]",10650,"['<a_211><b_82><c_91>', '<a_211><b_82><c_91>', '<a_15><b_82><c_80>', '<a_67><b_62><c_12>', '<a_5><b_175><c_247>', '<a_181><b_58><c_0>', '<a_67><b_25><c_128>', '<a_67><b_184><c_64>', '<a_208><b_35><c_71>', '<a_176><b_136><c_122>']",<a_185><b_25><c_135>
23768,A5036,"['Dritz LoRan Book Keeper, 11-Inch, 12-Pack', 'Tidy Crafts Set of 2 Bobbin Box Organizers', '25 LARGE Cones Variegated Embroidery Machine Thread 40wt 1100yards Poly120D/2', 'Brother SE400 Combination Computerized Sewing and 4x4 Embroidery Machine With 67 Built-in Stitches, 70 Built-in Designs, 5 Lettering Fonts', 'Quilting Creations Heart Stipple Quilt Stencil', 'Tear Away Machine Embroidery Stabilizer Backing 100 Precut Sheets 8""x8"" Medium Weight 1.8 Ounce Fits 4x4 Hoops', '63 Brother Colors Embroidery Machine Thread', 'Hexagon Quilting Template Set, 4"", 3"", 2"", 1"" with 1/4"" Seam Allowance', 'Janome 16"" x 11"" Extension Table Fits DC1050 8050 and More', 'Warm Company Steam-A-Seam Lite 2 Double Stick Fusible Web 9""X12"" Sheets 5/Pkg (2 Pack)']","EZ Quilting Easy Angle Acrylic Template, 6.5-inch","[11767, 549, 9153, 1640, 8509, 1405, 536, 11768, 1416, 10650]",11769,"['<a_211><b_82><c_91>', '<a_15><b_82><c_80>', '<a_67><b_62><c_12>', '<a_5><b_175><c_247>', '<a_181><b_58><c_0>', '<a_67><b_25><c_128>', '<a_67><b_184><c_64>', '<a_208><b_35><c_71>', '<a_176><b_136><c_122>', '<a_185><b_25><c_135>']",<a_83><b_223><c_250>
23769,A5394,"['Dritz 1-3/4-Inch Extra Long Color Ball Pins 250 Count', 'Grabbit Magnetic Sewing Pincushion with 50 Plastic Head Pins, Blue', 'Dritz 1-3/4-Inch Extra Long Color Ball Pins 250 Count', 'Grabbit Magnetic Sewing Pincushion with 50 Plastic Head Pins, Blue', 'Fiskars Crafts 8185 RazorEdge Softgrip Fabric Shears, 8-Inch', 'Darice Smooth A7 Envelopes, 5.25 x 7.25-Inch, White, 50-Pack', 'Dritz Braided Elastic 3/8"" X6yd, Black', 'Dritz 2-Piece Tapestry Needle Threaders', 'Chenkou Craft Plastic Button Gold Color Ornament 12x12mm 100pcs', 'YOFIT Acrylic Felt Jumbo Pack - 60 Sheets - 8.3 x 11.7 Inch - 15 Assorted Colours']","Red Heart Soft Yarn, Tangerine","[1340, 2130, 1340, 2130, 12321, 12322, 3896, 8855, 12323, 12324]",862,"['<a_255><b_153><c_134>', '<a_166><b_195><c_190>', '<a_255><b_153><c_134>', '<a_166><b_195><c_190>', '<a_187><b_91><c_147>', '<a_114><b_161><c_120>', '<a_65><b_65><c_29>', '<a_97><b_208><c_99>', '<a_207><b_49><c_253>', '<a_19><b_218><c_135>']",<a_193><b_62><c_166>
23770,A5394,"['Grabbit Magnetic Sewing Pincushion with 50 Plastic Head Pins, Blue', 'Dritz 1-3/4-Inch Extra Long Color Ball Pins 250 Count', 'Grabbit Magnetic Sewing Pincushion with 50 Plastic Head Pins, Blue', 'Fiskars Crafts 8185 RazorEdge Softgrip Fabric Shears, 8-Inch', 'Darice Smooth A7 Envelopes, 5.25 x 7.25-Inch, White, 50-Pack', 'Dritz Braided Elastic 3/8"" X6yd, Black', 'Dritz 2-Piece Tapestry Needle Threaders', 'Chenkou Craft Plastic Button Gold Color Ornament 12x12mm 100pcs', 'YOFIT Acrylic Felt Jumbo Pack - 60 Sheets - 8.3 x 11.7 Inch - 15 Assorted Colours', 'Red Heart Soft Yarn, Tangerine']","Red Heart 395865Red Heart Soft Yarn, Wheat","[2130, 1340, 2130, 12321, 12322, 3896, 8855, 12323, 12324, 862]",864,"['<a_166><b_195><c_190>', '<a_255><b_153><c_134>', '<a_166><b_195><c_190>', '<a_187><b_91><c_147>', '<a_114><b_161><c_120>', '<a_65><b_65><c_29>', '<a_97><b_208><c_99>', '<a_207><b_49><c_253>', '<a_19><b_218><c_135>', '<a_193><b_62><c_166>']",<a_193><b_62><c_166>
23771,A5394,"['Dritz 1-3/4-Inch Extra Long Color Ball Pins 250 Count', 'Grabbit Magnetic Sewing Pincushion with 50 Plastic Head Pins, Blue', 'Fiskars Crafts 8185 RazorEdge Softgrip Fabric Shears, 8-Inch', 'Darice Smooth A7 Envelopes, 5.25 x 7.25-Inch, White, 50-Pack', 'Dritz Braided Elastic 3/8"" X6yd, Black', 'Dritz 2-Piece Tapestry Needle Threaders', 'Chenkou Craft Plastic Button Gold Color Ornament 12x12mm 100pcs', 'YOFIT Acrylic Felt Jumbo Pack - 60 Sheets - 8.3 x 11.7 Inch - 15 Assorted Colours', 'Red Heart Soft Yarn, Tangerine', 'Red Heart 395865Red Heart Soft Yarn, Wheat']",Aleene's 24914 Permanent Fabric Glue 4oz,"[1340, 2130, 12321, 12322, 3896, 8855, 12323, 12324, 862, 864]",9892,"['<a_255><b_153><c_134>', '<a_166><b_195><c_190>', '<a_187><b_91><c_147>', '<a_114><b_161><c_120>', '<a_65><b_65><c_29>', '<a_97><b_208><c_99>', '<a_207><b_49><c_253>', '<a_19><b_218><c_135>', '<a_193><b_62><c_166>', '<a_193><b_62><c_166>']",<a_232><b_25><c_147>
23772,A5440,"['Spellbinders GC-015 Grand Calibur Junior Placement Mat, Magnetic', ""Spellbinders S6-012 Nestabilities '5 by 7 Mystical Embrace' Scrapbooking Template"", 'Spellbinders Shapeabilities Die D-Lites, Peace Sentiment - S2-120', 'Spellbinders GC-200 Grand Calibur Die Cutting & Embossing Machine, Teal', 'Ranger Tim Holtz Distress Ink Pad, Old Paper', 'Tsukineko 4-Pack Assortment Memento Dew Drops Fade-Resistant Ink, Beach Party', 'Tsukineko 4-Pack Assortment Memento Dew Drops Fade-Resistant Ink, Oh Baby', 'Ranger Tim Holtz Distress Ink Pad, Spiced Marmalade', 'Tsukineko 4-Pack Assortment Memento Dew Drops Fade-Resistant Ink, Greenhouse', 'Ranger DIS-27171 Tim Holtz Distress Ink Pad, Stormy Sky']","Copic Markers 8-1/2 by 11-Inch Blending Card by X-Press It, 25 Sheets","[3032, 12491, 3434, 6292, 2347, 5670, 5671, 2348, 5672, 12492]",1001,"['<a_6><b_159><c_114>', '<a_56><b_35><c_102>', '<a_56><b_58><c_122>', '<a_56><b_183><c_135>', '<a_229><b_229><c_114>', '<a_149><b_209><c_182>', '<a_149><b_209><c_144>', '<a_229><b_193><c_64>', '<a_149><b_209><c_182>', '<a_229><b_190><c_240>']",<a_213><b_25><c_108>
23773,A5440,"[""Spellbinders S6-012 Nestabilities '5 by 7 Mystical Embrace' Scrapbooking Template"", 'Spellbinders Shapeabilities Die D-Lites, Peace Sentiment - S2-120', 'Spellbinders GC-200 Grand Calibur Die Cutting & Embossing Machine, Teal', 'Ranger Tim Holtz Distress Ink Pad, Old Paper', 'Tsukineko 4-Pack Assortment Memento Dew Drops Fade-Resistant Ink, Beach Party', 'Tsukineko 4-Pack Assortment Memento Dew Drops Fade-Resistant Ink, Oh Baby', 'Ranger Tim Holtz Distress Ink Pad, Spiced Marmalade', 'Tsukineko 4-Pack Assortment Memento Dew Drops Fade-Resistant Ink, Greenhouse', 'Ranger DIS-27171 Tim Holtz Distress Ink Pad, Stormy Sky', 'Copic Markers 8-1/2 by 11-Inch Blending Card by X-Press It, 25 Sheets']",Spellbinders S2-053 Die D-Lites Filigree Egg Etched/Wafer Thin Dies,"[12491, 3434, 6292, 2347, 5670, 5671, 2348, 5672, 12492, 1001]",11862,"['<a_56><b_35><c_102>', '<a_56><b_58><c_122>', '<a_56><b_183><c_135>', '<a_229><b_229><c_114>', '<a_149><b_209><c_182>', '<a_149><b_209><c_144>', '<a_229><b_193><c_64>', '<a_149><b_209><c_182>', '<a_229><b_190><c_240>', '<a_213><b_25><c_108>']",<a_56><b_118><c_231>
23774,A5944,"['OLFA 60mm Rotary Blades, 1-pack', ""Havel's Sew Creative  9-Inch Pinking Shears-Pink Comfort Grips"", 'Fabric Organizer Boards Shorty 10-1/2 inch x 7 inch - Package of 6', 'SewTech 20 Spool Thread Stand']",Distinctive Large Floral Pattern Premium Sewing Machine Universal Tote Bag,"[8866, 4529, 13423, 4535]",6084,"['<a_142><b_159><c_29>', '<a_109><b_199><c_91>', '<a_1><b_239><c_121>', '<a_175><b_208><c_221>']",<a_89><b_85><c_104>
23775,A6037,"['Lineco Self-Adhesive Hinging Tape Roll, Acid-Free Linen Fabric, 1.25 inches X 150 Feet (L533-1055), White,', 'Liquitex 1045152 Acrylic 2Oz. Cadmium Red Light, 2-oz Tube', 'Liquitex 1045601 2 oz Acrylic Naples Hue Paint, 2-oz Tube, Yellow', 'Pentel Arts Oil Pastel Set, 5/16 x 2-7/16 Inch, Assorted Colors, Set of 36', 'Pentel Arts Oil Pastel Set, 5/16 x 2-7/16 Inch, Assorted Colors, Set of 36', 'Natural Soy 444 Wax: 5 pound bag by Golden Brands', 'R&F Handmade Paints 916-1 Encaustic Damar Resin Crystals, 1-Pound', 'R&F Handmade Paints Encaustic Medium Bagged Paint, 1-Pound', 'R&F Handmade Paints Dozen Pigment Stick Set (2950)', 'Art Alternatives 1 X Double-Ended Ribbon Sculpting Tool Set,Multi']","Cox 133343 Color Wheel 9-1/4""-","[13494, 1470, 1472, 1206, 1206, 5456, 13495, 12142, 13496, 1305]",2202,"['<a_227><b_184><c_240>', '<a_61><b_117><c_47>', '<a_61><b_199><c_250>', '<a_18><b_211><c_177>', '<a_18><b_211><c_177>', '<a_8><b_190><c_221>', '<a_201><b_103><c_139>', '<a_184><b_178><c_87>', '<a_72><b_189><c_255>', '<a_209><b_183><c_4>']",<a_170><b_106><c_108>
23776,A6691,"['Upholstery Leather Piece Cowhide Dark Brown Light Weight 2 SF 12 x 24 inches', 'Jacquard PRODUCTS JAC1648 1 Ounce Arabic Gum', 'Jacquard PRODUCTS JAC1648 1 Ounce Arabic Gum', 'Leather Scraps from Garment Leather Cutting (1 Pounds Mostly Black)', 'Agate Burnisher, Straight, 8-1/2 Inches | BRN-620.05', ""University Products Book Binder's Needles- Set of 5"", 'Liquitex BASICS Acrylic Paint Set, 4 Ounce Tubes, Assorted Color, Set of 6', 'Pelikan Opaque Watercolor Paint Set, 24 Colors Plus Chinese White Tube (720862)', 'Pelikan Opaque Watercolor Paint Set, 24 Colors Plus Chinese White Tube (720862)', 'da Vinci Watercolor Series Maestro Paint Brush, Extra Short Retouch/Spotter Kolinsky Red Sable, Size 1 (1505-01)']","U-Create Paint & Marker Pad, 12"" x 9"", 24 Sheets, 50 lb Paper (53525-B)","[13954, 2889, 2889, 14106, 14107, 2015, 714, 2231, 2231, 2704]",7771,"['<a_92><b_70><c_141>', '<a_201><b_118><c_83>', '<a_201><b_118><c_83>', '<a_75><b_160><c_64>', '<a_29><b_193><c_220>', '<a_255><b_159><c_212>', '<a_184><b_184><c_139>', '<a_72><b_132><c_255>', '<a_72><b_132><c_255>', '<a_127><b_184><c_120>']",<a_216><b_218><c_61>
23777,A6741,"[""Poorhouse Quilt Designs Fold'n Stitch Wreath Ptrn"", 'Janome Sewing Machine Presser Foot Storage Box', 'Janome Ditch Quilting Foot Memory Craft Embroidery Machines Horizontal rotary Hook Models', 'Brother &frac14; Inch Piecing Foot for Quilting and Topstitching, SA125']","Curved Embroidery Scissors 4""-With Leather Sheath","[4592, 8499, 11586, 8330]",11156,"['<a_42><b_44><c_109>', '<a_122><b_44><c_68>', '<a_67><b_189><c_143>', '<a_88><b_56><c_87>']",<a_67><b_153><c_77>
